50	0.0000241498	0
100	0.0013276891	0
150	0.0088660113	0.0082918505
200	0.3686727122	0.1813983134
250	1.1956376338	0.6368245508
300	1.3816176765	0.3696725624
400	1.4816176765	0.4696725624
500	1.6816176765	0.7696725624

